,statement,is_toxic
245,"> First, I adopted your suggestion. 
> 
> Honestly, I was hesitating between what you suggested and the current version when I implemented this days ago. If !process.IsValid, it could be a direct child of iter->second but has been killed resulting from its parent process being killed.

correct -- it /could/ have been if base::Process::Open* fails. on the other hand, if base::Process::Open* succeeds but finds a proc with a different parent (due to pid reuse), we know that we should ignore this process.

> However, its child processes may not be killed yet, so we need to add its pid to the flat_map and continue hunting for the descendant processes. 

ah, i see. that's a good point. but if the pid was reused, we don't want to kill the new proc's kids! to be totally paranoid, OpenProcessIfChildOf would need to report to callers whether the pid was definitively reused or not. i think what you have now is good enough for test code. maybe drop a comment explaining the possibilities since it's a bit subtle.

> Either version works fine for this specific case as killing the direct child process automatically kills all the descendant processes (gpu, utility, etc) per my local tests.

yes, chrome puts its sub-procs in a job object so that they all should die with the parent. at least, i think that's how it works. you can probably test this trivially by killing a browser proc with plenty of subprocs. i think they evaporate straight away.",0
246,"> for regex patterns always do r'' . In your case:
 > 
 > r'[...]*%s:%s[...]' % (data.vendor_id, data.product_id)
 > 
 > Meanwhile [.0-9:] is equivalent to . (match any char). The 0-9: is
 > useless here because . overrides it.
 > What's the real pattern you want to match here?

In /sys/bus/hid/devices there are directories with names like ""0003:06CB:2393.0001"". I'm just trying to look up the one which contains the VID and PID which GenericInput found. You may have noticed I don't write a lot of python. What I have seems to work, but I'm sure its not the best way to do it.",0
247,"> goddamnit

unnecessary

> please make it a regular multiline if >_< it will be same 3 lines, but without excessive ((()))

done",1
248,"> hahahahahahahahahahahahahaha.
 
 Yaya... Gonna use setTimeout instead to cleanly trigger finalizeFrame.",0
249,"> hahahahahahahahahahahahahaha.

Yaya... Gonna use setTimeout instead to cleanly trigger finalizeFrame.",0
250,"> I don't think SudoRunCommand is ever mocked. I think we either
> mock RunCommand or some higher level functions. The
> RunCommandTestCase actually mocks RunCommand.

If that's the case, that's fine then.",0
251,"> I don't think we need to use c-style declarations here, do we?
 
 We don't, but I think the code is more readable this way. Also other code in this file uses c-style declarations. 
 
 > Variables names here are seem to violate the Google style guide, as they're uncommon abbreviations.
 
 I agree that these names suck. But they are consistent with he API that's being used, so I think the code is more readable this way (i.e. calling it io_vector instead of iov wouldn't make this code easier to understand IMO, and I'm not even sure that ""iov"" means ""IO vector"" or something else). Also it's consistent with how POSIX APIs are used in this file (e.g. see 'addr' in InternalSendTo()) and how recvmsg() is used in other places in chromium (e.g. see base/posix/unix_domain_socket.cc)",1
252,"> if (username_correction_found)
 > metrics_recorder_->RecordDetailedUserAction(...::kCorrectedUsernameInForm);
 > (see other occurrences of RecordDetailedUserAction).
 > 
 > In password_form_metrics_recorder.h:
 > 
 > enum class DetailedUserAction {
 > kUnknown = 0,
 > ...
 > // Interactions with form.
 > kCorrectedUsernameInForm = 200,
 > };
 
 Done.",0
253,"> Is this object created in constructor, which case it could be reset?
 
 Good catch, I accidentally added it to constructor while debugging. I wanted it be lazy-initialization. There is a chance that developer isn't using this API, so no need to have one.",0
254,"> javascript: stupidest thing ever?

So interesting :D It seems you are asking if this can be treated as plain text. But I don't think GURL is smart enough to understand javascript syntax. Telling ""javacript: stupidest thing ever?"" from ""javascript: var a = 0; alert(a); "" would be really difficult. So is_valid() returns true for both I guess. (roughly tested but ""javascript: stu..."" wasn't droppable with is_valid())

> we shouldn't even try to check the Javascript scheme here,

This reminds me of our previous conversation. https://chromium-review.googlesource.com/c/chromium/src/+/1013821/7/chrome/browser/ui/views/frame/browser_root_view.cc#180
Like !file_supported case, I think arrow on tabstrip and cursor icon should indicate that javascript scheme can't be dropped during drag session. So I think it's better to check the scheme here as long as we can.

> I also wonder if this shouldn't merge with omnibox drop handling so we just allow but auto-strip javascript: instead of banning it...

This seems to be worth trying. Let me give it a shot before long.",1
255,"> kill -0 basically validates the pid
 That's a smart way to validate a pid.
 I will update Makefile with kill in a separate CL.
 
 > There's another case here though where the master could be dead but the pid is valid and doesn't belong to the master... maybe check the command line as well or cwd of the pid? fds etc?
 
 I believe that it should be considered as unhealthy status of twistd.
 
 For example, if ""make status"" returns 0 for a process running, but unhealthy, then puppet or most of system management tool would believe that it is not running, and the following /etc/init.d/buildbot start would fail at the following check
 
 : https://chromium.googlesource.com/chromium/tools/build.git/+/master/slave/run_slave.py#249
 
 
 We could also update the above python check function, but I believe that the example case you provided should be handled by a separate process checking for the health of a service: ""the pid is valid and doesn't belong to the master""
 
 In other words, /etc/init.d/status should return ""running"" if a process is running for the service either it is healthy or not.
 
 If ""make status"" should not be limited to the usage of /etc/init.d/buildbot, then I'd suggest to have another make target for health checking.
 
 However, once buildbot is migrated to service_manager, this Makefile will no longer be used.",0
256,"> kill -0 basically validates the pid
That's a smart way to validate a pid.
I will update Makefile with kill in a separate CL.

> There's another case here though where the master could be dead but the pid is valid and doesn't belong to the master... maybe check the command line as well or cwd of the pid?  fds etc?

I believe that it should be considered as unhealthy status of twistd.

For example, if ""make status"" returns 0 for a process running, but unhealthy, then puppet or most of system management tool would believe that it is not running, and the following /etc/init.d/buildbot start would fail at the following check

: https://chromium.googlesource.com/chromium/tools/build.git/+/master/slave/run_slave.py#249


We could also update the above python check function, but I believe that the example case you provided should be handled by a separate process checking for the health of a service: ""the pid is valid and doesn't belong to the master""

In other words, /etc/init.d/status should return ""running"" if a process is running for the service either it is healthy or not.

If ""make status"" should not be limited to the usage of /etc/init.d/buildbot, then I'd suggest to have another make target for health checking.

However, once buildbot is migrated to service_manager, this Makefile will no longer be used.",0
257,"> Maybe dumb question, will ${?} ever print as something like -1?

Nope.",0
258,"> start >> 20

Oh damn I feel stupid now...

Shouldn't you have seen this when you tested whether you can read back the values written through the mapping, though? (Also, I'm a little confused why this caused the slow down that we were seeing... I guess that's just a quirk of the chip dealing with invalid memory accesses.)",1
259,"> Stupid thing. Could you possibly do the equivalent of
> arraysize((MinidumpSystemInfoWriter*)42)->system_info_...) instead?

Good idea! But no.

../../minidump/minidump_system_info_writer.cc:199:17: error: static_assert expression is not an integral constant expression
  static_assert(arraysize(reinterpret_cast<MinidumpSystemInfoWriter*>(42)->system_info_.Cpu.X86CpuInfo.VendorId) == 3,
                ^~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~
../../minidump/minidump_system_info_writer.cc:199:27: note: reinterpret_cast is not allowed in a constant expression
  static_assert(arraysize(reinterpret_cast<MinidumpSystemInfoWriter*>(42)->system_info_.Cpu.X86CpuInfo.VendorId) == 3,
                          ^",1
260,"> There are no internal callers that rely on this optimization

you put in a ""throw new AssertionError()"" where the special case is, and the phone still boots? if that's true, let's just delete all this filth.",1
261,"> this isn't really good form because if someone implements these methods for Kitkat one, they won't know there is this corner case that doesn't work.
> 
> probably better to pass in the bool in the Lollipop (and higher) constructor instead. Then if someone wants to use attached state in kitkat one, at least they'll realize the initial value is missing, and then fix tracking properly. That does mean inlining WebContentsAccessibility.create here though, which kind of sucks..

Or maybe it's easier to just put a comment in the kitkat one that mentions this corner case",1
262,"> this line is still longer than 80c
 
 Done, thanks :)",0
263,"> Useless super delegation in method '__init__'.
> To disable, add: # pylint: disable=useless-super-delegation

Please Fix",0
264,"> why don't you initialize _DIAGNOSIS_IDS just like this?

Oh, well, hmmm...  I was just trying to create a list indexed by
the integer values.  Because that would be more efficient.  Except
not more efficient for the folks reading the code.  :-(  Or maybe just
because that's how it was before, which is pretty much always a stupid
reason.  :-(",1
265,"> you should change the command line for a test in SetUpCommandLine() so this isn't needed
 
 Thanks for suggestion Jochen. I would love to use SetUpCommandLine, but |TestPasswordGenerationAgent| is not descendant of |InProcessBrowserTest|
 
 I moved this call to the test. Why to add HTML attributes in all tests?...",0
266,"> you're following existing style, but existing style sucks

I agree with you on both counts, but at the same time, that's not a battle I'd like to fight with upstream as part of *this* commit.  A mass cleanup of the error handling to use err or similar would be nice, but not in this commit.

As for the uniqueness of the error message, between the error message and the filename, the message should be identifiable, and in any case the error will be identifiable.  In addition, an error other than ENOENT here seems highly unlikely.

Would you consider accepting this patch as-is, please?",1
267,"> Yuck. Where's this list come from? Is there a smaller set like ""dumb"" or unset we could blacklist, instead of whitelisting all these?

I added a comment explaining where I got the list (https://chromium.googlesource.com/external/github.com/google/googletest/+/82447f23be9474bee8d883128b3f93dde9697334/googletest/src/gtest.cc#2941). TERM can be literally anything, so the whitelist that matches gtestÃ¢â‚¬â„¢s own, while redundant, is better than any blacklist.",1
